id,zone,type,hhID,bedrooms,quality,monthlyCost,yearBuilt,coordX,coordY
1654,13,"MF",1654,2,4,500,0,-71.0,-429.0
1655,13,"MF",1655,2,4,500,0,275.0,-432.0
1656,13,"MF",1656,2,4,500,0,-191.0,-362.0
1657,13,"MF",1657,2,4,500,0,-227.0,-181.0
1658,13,"MF",1658,2,4,500,0,71.0,-15.0
1659,13,"MF",1659,2,4,500,0,496.0,-485.0
1660,13,"MF",1660,2,4,500,0,285.0,461.0
1661,13,"MF",1661,2,4,500,0,178.0,61.0
1662,13,"MF",1662,2,4,500,0,22.0,165.0
1663,13,"MF",1663,2,4,500,0,360.0,105.0
1664,13,"MF",1664,2,4,500,0,166.0,201.0
1665,13,"MF",1665,2,4,500,0,80.0,381.0
1666,13,"MF",1666,2,4,500,0,311.0,137.0
1667,13,"MF",1667,2,4,500,0,-85.0,-273.0
1668,13,"MF",1668,2,4,500,0,-189.0,-412.0
1669,13,"MF",1669,2,4,500,0,-350.0,-333.0
1670,13,"MF",1670,2,4,500,0,337.0,-355.0
1671,13,"MF",1671,2,4,500,0,-310.0,462.0
1672,13,"MF",1672,2,4,500,0,-311.0,-67.0
1673,13,"MF",1673,2,4,500,0,-120.0,-264.0
1674,13,"MF",1674,2,4,500,0,204.0,-418.0
1675,13,"MF",1675,2,4,500,0,481.0,223.0
1676,13,"MF",1676,2,4,500,0,206.0,-149.0
1677,13,"MF",1677,2,4,500,0,109.0,-47.0
1678,13,"MF",1678,2,4,500,0,34.0,-17.0
1679,13,"MF",1679,2,4,500,0,221.0,65.0
1680,13,"MF",1680,2,4,500,0,286.0,230.0
1681,13,"MF",1681,2,4,500,0,481.0,-174.0
1682,13,"MF",1682,2,4,500,0,121.0,434.0
1683,13,"MF",1683,2,4,500,0,83.0,419.0
1684,13,"MF",1684,2,4,500,0,294.0,-221.0
1685,13,"MF",1685,2,4,500,0,-145.0,17.0
1686,13,"MF",1686,2,4,500,0,-309.0,495.0
1687,13,"MF",1687,2,4,500,0,252.0,-137.0
1688,13,"MF",1688,2,4,500,0,284.0,-283.0
1689,13,"MF",1689,2,4,500,0,-359.0,91.0
1690,13,"MF",1690,2,4,500,0,116.0,172.0
1691,13,"MF",1691,2,4,500,0,-279.0,126.0
1692,13,"MF",1692,2,4,500,0,-358.0,-131.0
1693,13,"MF",1693,2,4,500,0,14.0,-402.0
1694,13,"MF",1694,2,4,500,0,242.0,-42.0
1695,13,"MF",1695,2,4,500,0,335.0,449.0
1696,13,"MF",1696,2,4,500,0,-305.0,-17.0
1697,13,"MF",1697,2,4,500,0,-234.0,19.0
1698,13,"MF",1698,2,4,500,0,35.0,-387.0
1699,13,"MF",1699,2,4,500,0,-336.0,98.0
1700,13,"MF",1700,2,4,500,0,-310.0,495.0
1701,13,"MF",1701,2,4,500,0,-38.0,209.0
1702,13,"MF",1702,2,4,500,0,-111.0,-358.0
1703,13,"MF",1703,2,4,500,0,-431.0,416.0
1704,13,"MF",1704,2,4,500,0,417.0,247.0
1705,13,"MF",1705,2,4,500,0,-351.0,146.0
1706,13,"MF",1706,2,4,500,0,-154.0,-262.0
1707,13,"MF",1707,2,4,500,0,-181.0,146.0
1708,13,"MF",1708,2,4,500,0,-126.0,258.0
1709,13,"MF",1709,2,4,500,0,-301.0,356.0
1710,13,"MF",1710,2,4,500,0,117.0,456.0
1711,13,"MF",1711,2,4,500,0,-15.0,-376.0
1712,13,"MF",1712,2,4,500,0,116.0,388.0
1713,13,"MF",1713,2,4,500,0,-128.0,199.0
1714,13,"MF",1714,2,4,500,0,148.0,250.0
1715,13,"MF",1715,2,4,500,0,-199.0,-288.0
1716,13,"MF",1716,2,4,500,0,393.0,-23.0
1717,13,"MF",1717,2,4,500,0,418.0,96.0
1718,13,"MF",1718,2,4,500,0,-148.0,209.0
1719,13,"MF",1719,2,4,500,0,30.0,-245.0
1720,13,"MF",1720,2,4,500,0,-312.0,-257.0
1721,13,"MF",1721,2,4,500,0,-224.0,-92.0
1722,13,"MF",1722,2,4,500,0,279.0,-259.0
1723,13,"MF",1723,2,4,500,0,-239.0,-257.0
1724,13,"MF",1724,2,4,500,0,185.0,-192.0
1725,13,"MF",1725,2,4,500,0,-81.0,-315.0
1726,13,"MF",1726,2,4,500,0,72.0,-156.0
1727,13,"MF",1727,2,4,500,0,142.0,-156.0
1728,13,"MF",1728,2,4,500,0,211.0,113.0
1729,13,"MF",1729,2,4,500,0,396.0,66.0
1730,13,"MF",1730,2,4,500,0,-425.0,179.0
1731,13,"MF",1731,2,4,500,0,-78.0,329.0
1732,13,"MF",1732,2,4,500,0,475.0,-9.0
1733,13,"MF",1733,2,4,500,0,-95.0,380.0
1734,13,"MF",1734,2,4,500,0,127.0,-311.0
1735,13,"MF",1735,2,4,500,0,216.0,303.0
1736,13,"MF",1736,2,4,500,0,-392.0,208.0
1737,13,"MF",1737,2,4,500,0,50.0,-251.0
1738,13,"MF",1738,2,4,500,0,130.0,459.0
1739,13,"MF",1739,2,4,500,0,198.0,-119.0
1740,13,"MF",1740,2,4,500,0,-128.0,-324.0
1741,13,"MF",1741,2,4,500,0,-431.0,-283.0
1742,13,"MF",1742,2,4,500,0,-338.0,-342.0
1743,13,"MF",1743,2,4,500,0,-198.0,-326.0
1744,13,"MF",1744,2,4,500,0,272.0,-358.0
1745,13,"MF",1745,2,4,500,0,102.0,-398.0
1746,13,"MF",1746,2,4,500,0,-30.0,-464.0
1747,13,"MF",1747,2,4,500,0,-81.0,-8.0
1748,13,"MF",1748,2,4,500,0,285.0,467.0
1749,13,"MF",1749,2,4,500,0,261.0,-203.0
1750,13,"MF",1750,2,4,500,0,109.0,259.0
1751,13,"MF",1751,2,4,500,0,162.0,309.0
1752,13,"MF",1752,2,4,500,0,352.0,267.0
1753,13,"MF",1753,2,4,500,0,-412.0,246.0
1754,13,"MF",1754,2,4,500,0,376.0,-185.0
1755,13,"MF",1755,2,4,500,0,-361.0,455.0
1756,13,"MF",1756,2,4,500,0,-15.0,-232.0
1757,13,"MF",1757,2,4,500,0,-477.0,235.0
1758,13,"MF",1758,2,4,500,0,-133.0,-188.0
1759,13,"MF",1759,2,4,500,0,-357.0,-258.0
1760,13,"MF",1760,2,4,500,0,-137.0,-149.0
1761,13,"MF",1761,2,4,500,0,431.0,316.0
1762,13,"MF",1762,2,4,500,0,-345.0,-284.0
1763,13,"MF",1763,2,4,500,0,-79.0,-39.0
1764,13,"MF",1764,2,4,500,0,-7.0,447.0
1765,13,"MF",1765,2,4,500,0,-428.0,470.0
1766,13,"MF",1766,2,4,500,0,375.0,-330.0
1767,13,"MF",1767,2,4,500,0,-75.0,-232.0
1768,13,"MF",1768,2,4,500,0,-469.0,50.0
1769,13,"MF",1769,2,4,500,0,334.0,14.0
1770,13,"MF",1770,2,4,500,0,135.0,-421.0
1771,13,"MF",1771,2,4,500,0,-329.0,-353.0
1772,13,"MF",1772,2,4,500,0,-265.0,-188.0
1773,13,"MF",1773,2,4,500,0,368.0,400.0
1774,13,"MF",1774,2,4,500,0,333.0,-360.0
1775,13,"MF",1775,2,4,500,0,-432.0,193.0
1776,13,"MF",1776,2,4,500,0,334.0,494.0
1777,13,"MF",1777,2,4,500,0,-497.0,-9.0
1778,13,"MF",1778,2,4,500,0,-495.0,-60.0
1779,13,"MF",1779,2,4,500,0,-142.0,223.0
1780,13,"MF",1780,2,4,500,0,-414.0,-226.0
1781,13,"MF",1781,2,4,500,0,444.0,-66.0
1782,13,"MF",1782,2,4,500,0,-415.0,-433.0
1783,13,"MF",1783,2,4,500,0,309.0,-484.0
1784,13,"MF",1784,2,4,500,0,130.0,203.0
1785,13,"MF",1785,2,4,500,0,-16.0,353.0
1786,13,"MF",1786,2,4,500,0,197.0,323.0
1787,13,"MF",1787,2,4,500,0,393.0,-115.0
1788,13,"MF",1788,2,4,500,0,-435.0,-199.0
1789,13,"MF",1789,2,4,500,0,480.0,-60.0
1790,13,"MF",1790,2,4,500,0,96.0,308.0
1791,13,"MF",1791,2,4,500,0,-212.0,-443.0
1792,13,"MF",1792,2,4,500,0,-440.0,-95.0
1793,13,"MF",1793,2,4,500,0,23.0,487.0
1794,13,"MF",1794,2,4,500,0,369.0,-29.0
1795,13,"MF",1795,2,4,500,0,-98.0,226.0
1796,13,"MF",1796,2,4,500,0,205.0,-460.0
1797,13,"MF",1797,2,4,500,0,-18.0,256.0
1798,13,"MF",1798,2,4,500,0,-129.0,-335.0
1799,13,"MF",1799,2,4,500,0,35.0,-393.0
1800,13,"MF",1800,2,4,500,0,-35.0,-312.0
1801,13,"MF",1801,2,4,500,0,-220.0,166.0
1802,13,"MF",1802,2,4,500,0,46.0,-324.0
1803,13,"MF",1803,2,4,500,0,-281.0,225.0
1804,13,"MF",1804,2,4,500,0,491.0,-369.0
1805,13,"MF",1805,2,4,500,0,-181.0,-147.0
1806,13,"MF",1806,2,4,500,0,303.0,167.0
1807,13,"MF",1807,2,4,500,0,107.0,-3.0
1808,13,"MF",1808,2,4,500,0,491.0,229.0
1809,13,"MF",1809,2,4,500,0,319.0,355.0
1810,13,"MF",1810,2,4,500,0,-274.0,-215.0
1811,13,"MF",1811,2,4,500,0,397.0,-212.0
1812,13,"MF",1812,2,4,500,0,190.0,-193.0
1813,13,"MF",1813,2,4,500,0,-316.0,-121.0
1814,13,"MF",1814,2,4,500,0,181.0,-327.0
1815,13,"MF",1815,2,4,500,0,-85.0,363.0
1816,13,"MF",1816,2,4,500,0,265.0,470.0
1817,13,"MF",1817,2,4,500,0,5.0,-437.0
1818,13,"MF",1818,2,4,500,0,232.0,497.0
1819,13,"MF",1819,2,4,500,0,30.0,-390.0
1820,13,"MF",1820,2,4,500,0,-145.0,-377.0
1821,13,"MF",1821,2,4,500,0,-234.0,-233.0
1822,13,"MF",1822,2,4,500,0,221.0,-295.0
1823,13,"MF",1823,2,4,500,0,240.0,-231.0
1824,13,"MF",1824,2,4,500,0,-326.0,-98.0
1825,13,"MF",1825,2,4,500,0,-334.0,-400.0
1826,13,"MF",1826,2,4,500,0,-165.0,-176.0
1827,13,"MF",1827,2,4,500,0,-485.0,-497.0
1828,13,"MF",1828,2,4,500,0,85.0,-115.0
1829,13,"MF",1829,2,4,500,0,-318.0,-395.0
1830,13,"MF",1830,2,4,500,0,-406.0,165.0
1831,13,"MF",1831,2,4,500,0,-6.0,-300.0
1832,13,"MF",1832,2,4,500,0,70.0,43.0
1833,13,"MF",1833,2,4,500,0,-299.0,-364.0
1834,13,"MF",1834,2,4,500,0,15.0,-377.0
1835,13,"MF",1835,2,4,500,0,140.0,-248.0
1836,13,"MF",1836,2,4,500,0,108.0,-371.0
1837,13,"MF",1837,2,4,500,0,-421.0,-468.0
1838,13,"MF",1838,2,4,500,0,260.0,-251.0
1839,13,"MF",1839,2,4,500,0,433.0,125.0
1840,13,"MF",1840,2,4,500,0,-230.0,-365.0
1841,13,"MF",1841,2,4,500,0,376.0,-75.0
1842,13,"MF",1842,2,4,500,0,-98.0,-49.0
1843,13,"MF",1843,2,4,500,0,363.0,328.0
1844,13,"MF",1844,2,4,500,0,33.0,322.0
1845,13,"MF",1845,2,4,500,0,-465.0,-72.0
1846,13,"MF",1846,2,4,500,0,-387.0,-306.0
1847,13,"MF",1847,2,4,500,0,-61.0,-375.0
1848,13,"MF",1848,2,4,500,0,452.0,-45.0
1849,13,"MF",1849,2,4,500,0,-144.0,98.0
1850,13,"MF",1850,2,4,500,0,-276.0,-434.0
1851,13,"MF",1851,2,4,500,0,472.0,-137.0
1852,13,"MF",1852,2,4,500,0,-287.0,-248.0
1853,13,"MF",1853,2,4,500,0,118.0,-436.0
1854,13,"MF",1854,2,4,500,0,-349.0,-361.0
1855,13,"MF",1855,2,4,500,0,-224.0,-438.0
1856,13,"MF",1856,2,4,500,0,-162.0,-211.0
1857,13,"MF",1857,2,4,500,0,-336.0,-64.0
1858,13,"MF",1858,2,4,500,0,-132.0,-234.0
1859,13,"MF",1859,2,4,500,0,-52.0,307.0
1860,13,"MF",1860,2,4,500,0,336.0,204.0
1861,13,"MF",1861,2,4,500,0,-26.0,386.0
1862,13,"MF",1862,2,4,500,0,-248.0,-281.0
1863,13,"MF",1863,2,4,500,0,216.0,-318.0
1864,13,"MF",1864,2,4,500,0,-167.0,-319.0
1865,13,"MF",1865,2,4,500,0,182.0,-159.0
1866,13,"MF",1866,2,4,500,0,341.0,-267.0
1867,13,"MF",1867,2,4,500,0,-470.0,-61.0
1868,13,"MF",1868,2,4,500,0,383.0,396.0
1869,13,"MF",1869,2,4,500,0,-211.0,-393.0
1870,13,"MF",1870,2,4,500,0,-207.0,102.0
1871,13,"MF",1871,2,4,500,0,-313.0,-100.0
1872,13,"MF",1872,2,4,500,0,161.0,52.0
1873,13,"MF",1873,2,4,500,0,494.0,158.0
1874,13,"MF",1874,2,4,500,0,58.0,75.0
1875,13,"MF",1875,2,4,500,0,-170.0,31.0
1876,13,"MF",1876,2,4,500,0,437.0,-194.0
1877,13,"MF",1877,2,4,500,0,471.0,-213.0
1878,13,"MF",1878,2,4,500,0,321.0,415.0
1879,13,"MF",1879,2,4,500,0,292.0,-198.0
1880,13,"MF",1880,2,4,500,0,179.0,232.0
1881,13,"MF",1881,2,4,500,0,-105.0,70.0
1882,13,"MF",1882,2,4,500,0,-310.0,299.0
1883,13,"MF",1883,2,4,500,0,184.0,381.0
1884,13,"MF",1884,2,4,500,0,-296.0,-204.0
1885,13,"MF",1885,2,4,500,0,72.0,-259.0
1886,13,"MF",1886,2,4,500,0,-441.0,-268.0
1887,13,"MF",1887,2,4,500,0,355.0,390.0
1888,13,"MF",1888,2,4,500,0,-193.0,148.0
1889,13,"MF",1889,2,4,500,0,327.0,243.0
1890,13,"MF",1890,2,4,500,0,-346.0,-155.0
1891,13,"MF",1891,2,4,500,0,77.0,-7.0
1892,13,"MF",1892,2,4,500,0,326.0,317.0
1893,13,"MF",1893,2,4,500,0,-476.0,-374.0
1894,13,"MF",1894,2,4,500,0,-179.0,469.0
1895,13,"MF",1895,2,4,500,0,-205.0,-38.0
1896,13,"MF",1896,2,4,500,0,-350.0,-458.0
1897,13,"MF",1897,2,4,500,0,307.0,140.0
1898,13,"MF",1898,2,4,500,0,302.0,309.0
1899,13,"MF",1899,2,4,500,0,-76.0,-82.0
1900,13,"MF",1900,2,4,500,0,434.0,261.0
1901,13,"MF",1901,2,4,500,0,108.0,-135.0
1902,13,"MF",1902,2,4,500,0,436.0,-12.0
1903,13,"MF",1903,2,4,500,0,394.0,464.0
1904,13,"MF",1904,2,4,500,0,469.0,429.0
1905,13,"MF",1905,2,4,500,0,66.0,465.0
1906,13,"MF",1906,2,4,500,0,53.0,-186.0
1907,13,"MF",1907,2,4,500,0,-238.0,213.0
1908,13,"MF",1908,2,4,500,0,-239.0,48.0
1909,13,"MF",1909,2,4,500,0,-489.0,-100.0
1910,13,"MF",1910,2,4,500,0,384.0,67.0
1911,13,"MF",1911,2,4,500,0,-450.0,110.0
1912,13,"MF",1912,2,4,500,0,-348.0,-237.0
1913,13,"MF",1913,2,4,500,0,-317.0,-233.0
1914,13,"MF",1914,2,4,500,0,136.0,489.0
1915,13,"MF",1915,2,4,500,0,277.0,-375.0
1916,13,"MF",1916,2,4,500,0,426.0,338.0
1917,13,"MF",1917,2,4,500,0,207.0,-169.0
1918,13,"MF",1918,2,4,500,0,-320.0,491.0
1919,13,"MF",1919,2,4,500,0,323.0,-391.0
1920,13,"MF",1920,2,4,500,0,-380.0,479.0
1921,13,"MF",1921,2,4,500,0,60.0,-128.0
1922,13,"MF",1922,2,4,500,0,496.0,-435.0
1923,13,"MF",1923,2,4,500,0,-205.0,-200.0
1924,13,"MF",1924,2,4,500,0,73.0,-244.0
1925,13,"MF",1925,2,4,500,0,-277.0,-457.0
1926,13,"MF",1926,2,4,500,0,-275.0,142.0
1927,13,"MF",1927,2,4,500,0,180.0,441.0
1928,13,"MF",1928,2,4,500,0,386.0,96.0
1929,13,"MF",1929,2,4,500,0,-99.0,-421.0
1930,13,"MF",1930,2,4,500,0,320.0,-445.0
1931,13,"MF",1931,2,4,500,0,-474.0,308.0
1932,13,"MF",1932,2,4,500,0,-108.0,-149.0
1933,13,"MF",1933,2,4,500,0,-434.0,-462.0
1934,13,"MF",1934,2,4,500,0,415.0,60.0
1935,13,"MF",1935,2,4,500,0,-441.0,456.0
1936,13,"MF",1936,2,4,500,0,460.0,379.0
1937,13,"MF",1937,2,4,500,0,-398.0,42.0
1938,13,"MF",1938,2,4,500,0,182.0,431.0
1939,13,"MF",1939,2,4,500,0,274.0,29.0
1940,13,"MF",1940,2,4,500,0,344.0,390.0
1941,13,"MF",1941,2,4,500,0,-255.0,-419.0
1942,13,"MF",1942,2,4,500,0,-446.0,-145.0
1943,13,"MF",1943,2,4,500,0,-352.0,-336.0
1944,13,"MF",1944,2,4,500,0,350.0,37.0
1945,13,"MF",1945,2,4,500,0,442.0,94.0
1946,13,"MF",1946,2,4,500,0,-413.0,-344.0
1947,13,"MF",1947,2,4,500,0,418.0,417.0
1948,13,"MF",1948,2,4,500,0,-332.0,135.0
1949,13,"MF",1949,2,4,500,0,-218.0,-223.0
1950,13,"MF",1950,2,4,500,0,-400.0,-393.0
1951,13,"MF",1951,2,4,500,0,292.0,485.0
1952,13,"MF",1952,2,4,500,0,173.0,466.0
1953,13,"MF",1953,2,4,500,0,-160.0,31.0
1954,13,"MF",1954,2,4,500,0,-174.0,472.0
1955,13,"MF",1955,2,4,500,0,-445.0,367.0
1956,13,"MF",1956,2,4,500,0,76.0,-319.0
1957,13,"MF",1957,2,4,500,0,23.0,-4.0
1958,13,"MF",1958,2,4,500,0,160.0,389.0
1959,13,"MF",1959,2,4,500,0,373.0,326.0
1960,13,"MF",1960,2,4,500,0,133.0,-206.0
1961,13,"MF",1961,2,4,500,0,272.0,383.0
1962,13,"MF",1962,2,4,500,0,-458.0,273.0
1963,13,"MF",1963,2,4,500,0,333.0,35.0
1964,13,"MF",1964,2,4,500,0,-219.0,-376.0
1965,13,"MF",1965,2,4,500,0,-291.0,-110.0
1966,13,"MF",1966,2,4,500,0,-328.0,-417.0
1967,13,"MF",1967,2,4,500,0,-82.0,-350.0
1968,13,"MF",1968,2,4,500,0,-293.0,-361.0
1969,13,"MF",1969,2,4,500,0,-236.0,-126.0
1970,13,"MF",1970,2,4,500,0,-86.0,-367.0
1971,13,"MF",1971,2,4,500,0,-85.0,-342.0
1972,13,"MF",1972,2,4,500,0,-13.0,-417.0
1973,13,"MF",1973,2,4,500,0,-1.0,335.0
1974,13,"MF",1974,2,4,500,0,256.0,139.0
1975,13,"MF",1975,2,4,500,0,377.0,160.0
1976,13,"MF",1976,2,4,500,0,-33.0,-288.0
1977,13,"MF",1977,2,4,500,0,-403.0,-338.0
1978,13,"MF",1978,2,4,500,0,-155.0,-500.0
1979,13,"MF",1979,2,4,500,0,236.0,-201.0
1980,13,"MF",1980,2,4,500,0,-155.0,-104.0
1981,13,"MF",1981,2,4,500,0,450.0,295.0
1982,13,"MF",1982,2,4,500,0,496.0,410.0
1983,13,"MF",1983,2,4,500,0,-424.0,-473.0
1984,13,"MF",1984,2,4,500,0,-56.0,56.0
1985,13,"MF",1985,2,4,500,0,-282.0,-247.0
1986,13,"MF",1986,2,4,500,0,72.0,-422.0
1987,13,"MF",1987,2,4,500,0,-351.0,149.0
1988,13,"MF",1988,2,4,500,0,-371.0,22.0
1989,13,"MF",1989,2,4,500,0,276.0,468.0
1990,13,"MF",1990,2,4,500,0,-301.0,287.0
1991,13,"MF",1991,2,4,500,0,413.0,-142.0
1992,13,"MF",1992,2,4,500,0,-102.0,-492.0
1993,13,"MF",1993,2,4,500,0,493.0,483.0
1994,13,"MF",1994,2,4,500,0,117.0,-359.0
1995,13,"MF",1995,2,4,500,0,129.0,304.0
1996,13,"MF",1996,2,4,500,0,-195.0,35.0
1997,13,"MF",1997,2,4,500,0,-39.0,110.0
1998,13,"MF",1998,2,4,500,0,39.0,-443.0
1999,13,"MF",1999,2,4,500,0,-105.0,-172.0
2000,13,"MF",2000,2,4,500,0,175.0,-74.0
2001,13,"MF",2001,2,4,500,0,-87.0,157.0
2002,13,"MF",2002,2,4,500,0,-406.0,165.0
2003,13,"MF",2003,2,4,500,0,217.0,313.0
2004,13,"MF",2004,2,4,500,0,193.0,174.0
2005,13,"MF",2005,2,4,500,0,-470.0,69.0
2006,13,"MF",2006,2,4,500,0,-270.0,69.0
2007,13,"MF",2007,2,4,500,0,-259.0,21.0
2008,13,"MF",2008,2,4,500,0,445.0,187.0
2009,13,"MF",2009,2,4,500,0,-316.0,-424.0
2010,13,"MF",2010,2,4,500,0,-193.0,-368.0
2011,14,"SF",2011,2,4,1000,0,5170.0,15.0
2012,14,"SF",2012,2,4,1000,0,4711.0,-393.0
2013,14,"SF",2013,2,4,1000,0,5019.0,-257.0
2014,14,"SF",2014,2,4,1000,0,5028.0,-433.0
2015,14,"SF",2015,2,4,1000,0,4898.0,-79.0
2016,14,"MF",2016,2,4,500,0,4916.0,-281.0
2017,14,"MF",2017,2,4,500,0,4720.0,-288.0
2018,14,"MF",2018,2,4,500,0,4744.0,-219.0
2019,14,"MF",2019,2,4,500,0,5479.0,-54.0
2020,14,"MF",2020,2,4,500,0,4729.0,404.0
2021,15,"SF",2021,2,4,1000,0,10170.0,15.0
2022,15,"SF",2022,2,4,1000,0,9711.0,-393.0
2023,15,"SF",2023,2,4,1000,0,10019.0,-257.0
2024,15,"SF",2024,2,4,1000,0,10028.0,-433.0
2025,15,"SF",2025,2,4,1000,0,9898.0,-79.0
2026,15,"SF",2026,2,4,1000,0,9916.0,-281.0
2027,15,"SF",2027,2,4,1000,0,9720.0,-288.0
2028,15,"SF",2028,2,4,1000,0,9744.0,-219.0
2029,15,"SF",2029,2,4,1000,0,10479.0,-54.0
2030,15,"SF",2030,2,4,1000,0,9729.0,404.0
2031,15,"SF",2031,2,4,1000,0,10070.0,224.0
2032,15,"SF",2032,2,4,1000,0,10049.0,237.0
2033,15,"SF",2033,2,4,1000,0,9558.0,-104.0
2034,15,"SF",2034,2,4,1000,0,9824.0,-465.0
2035,15,"SF",2035,2,4,1000,0,10080.0,-35.0
2036,15,"SF",2036,2,4,1000,0,10160.0,-337.0
2037,15,"SF",2037,2,4,1000,0,10090.0,434.0
2038,15,"SF",2038,2,4,1000,0,10418.0,-146.0
2039,15,"SF",2039,2,4,1000,0,9632.0,-107.0
2040,15,"SF",2040,2,4,1000,0,10367.0,-27.0
2041,15,"SF",2041,2,4,1000,0,9634.0,10.0
2042,15,"SF",2042,2,4,1000,0,9898.0,-155.0
2043,15,"SF",2043,2,4,1000,0,9865.0,-108.0
2044,15,"SF",2044,2,4,1000,0,10283.0,-493.0
2045,15,"SF",2045,2,4,1000,0,10353.0,-228.0
2046,15,"SF",2046,2,4,1000,0,9680.0,340.0
2047,15,"SF",2047,2,4,1000,0,10019.0,-360.0
2048,15,"SF",2048,2,4,1000,0,9547.0,-216.0
2049,15,"SF",2049,2,4,1000,0,10320.0,324.0
2050,15,"SF",2050,2,4,1000,0,9554.0,-175.0
2051,15,"SF",2051,2,4,1000,0,9836.0,428.0
2052,15,"SF",2052,2,4,1000,0,10280.0,-9.0
2053,15,"SF",2053,2,4,1000,0,9679.0,322.0
2054,15,"SF",2054,2,4,1000,0,9618.0,-375.0
2055,15,"SF",2055,2,4,1000,0,9964.0,-456.0
2056,15,"SF",2056,2,4,1000,0,9627.0,196.0
2057,15,"SF",2057,2,4,1000,0,9819.0,-291.0
2058,15,"SF",2058,2,4,1000,0,9884.0,-15.0
2059,15,"SF",2059,2,4,1000,0,10172.0,-81.0
2060,15,"SF",2060,2,4,1000,0,9867.0,331.0
2061,15,"SF",2061,2,4,1000,0,9978.0,157.0
2062,15,"SF",2062,2,4,1000,0,9807.0,-266.0
2063,15,"SF",2063,2,4,1000,0,10421.0,258.0
2064,15,"SF",2064,2,4,1000,0,10101.0,140.0
2065,15,"SF",2065,2,4,1000,0,10120.0,-196.0
2066,15,"SF",2066,2,4,1000,0,10003.0,279.0
2067,15,"SF",2067,2,4,1000,0,10305.0,-154.0
2068,15,"SF",2068,2,4,1000,0,10142.0,13.0
2069,15,"SF",2069,2,4,1000,0,10242.0,-147.0
2070,15,"SF",2070,2,4,1000,0,10320.0,-307.0
2071,15,"SF",2071,2,4,1000,0,9602.0,-175.0
2072,15,"SF",2072,2,4,1000,0,10147.0,97.0
2073,15,"SF",2073,2,4,1000,0,9962.0,-129.0
2074,15,"SF",2074,2,4,1000,0,9544.0,-13.0
2075,15,"SF",2075,2,4,1000,0,9946.0,314.0
2076,15,"SF",2076,2,4,1000,0,9692.0,-409.0
2077,15,"SF",2077,2,4,1000,0,10465.0,-46.0
2078,15,"SF",2078,2,4,1000,0,9984.0,72.0
2079,15,"SF",2079,2,4,1000,0,10349.0,358.0
2080,15,"SF",2080,2,4,1000,0,9745.0,104.0
2081,15,"SF",2081,2,4,1000,0,9563.0,466.0
2082,15,"SF",2082,2,4,1000,0,9536.0,389.0
2083,15,"SF",2083,2,4,1000,0,9636.0,439.0
2084,15,"SF",2084,2,4,1000,0,10054.0,-236.0
2085,15,"SF",2085,2,4,1000,0,10263.0,-443.0
2086,15,"SF",2086,2,4,1000,0,10405.0,342.0
2087,15,"SF",2087,2,4,1000,0,10312.0,-21.0
2088,15,"SF",2088,2,4,1000,0,9928.0,375.0
2089,15,"SF",2089,2,4,1000,0,10225.0,-218.0
2090,15,"SF",2090,2,4,1000,0,10334.0,251.0
2091,15,"SF",2091,2,4,1000,0,10179.0,-169.0
2092,15,"SF",2092,2,4,1000,0,10192.0,455.0
2093,15,"SF",2093,2,4,1000,0,9993.0,438.0
2094,15,"SF",2094,2,4,1000,0,10407.0,135.0
2095,15,"SF",2095,2,4,1000,0,10269.0,-468.0
2096,15,"SF",2096,2,4,1000,0,10408.0,441.0
2097,15,"SF",2097,2,4,1000,0,10036.0,109.0
2098,15,"SF",2098,2,4,1000,0,10161.0,-482.0
2099,15,"SF",2099,2,4,1000,0,9601.0,288.0
2100,15,"SF",2100,2,4,1000,0,10081.0,-128.0
2101,15,"SF",2101,2,4,1000,0,10293.0,77.0
2102,15,"SF",2102,2,4,1000,0,9798.0,404.0
2103,15,"SF",2103,2,4,1000,0,10483.0,216.0
2104,15,"SF",2104,2,4,1000,0,9620.0,180.0
2105,15,"SF",2105,2,4,1000,0,9636.0,432.0
2106,15,"SF",2106,2,4,1000,0,10421.0,-101.0
2107,15,"SF",2107,2,4,1000,0,9561.0,-263.0
2108,15,"SF",2108,2,4,1000,0,9533.0,-379.0
2109,15,"SF",2109,2,4,1000,0,10247.0,475.0
2110,15,"SF",2110,2,4,1000,0,10008.0,131.0
2111,15,"SF",2111,2,4,1000,0,9783.0,-312.0
2112,15,"SF",2112,2,4,1000,0,9977.0,-459.0
2113,15,"SF",2113,2,4,1000,0,9950.0,272.0
2114,15,"SF",2114,2,4,1000,0,9708.0,-65.0
2115,15,"SF",2115,2,4,1000,0,10455.0,325.0
2116,15,"SF",2116,2,4,1000,0,9508.0,-83.0
2117,15,"SF",2117,2,4,1000,0,9833.0,-205.0
2118,15,"SF",2118,2,4,1000,0,9951.0,221.0
2119,15,"SF",2119,2,4,1000,0,10263.0,-230.0
2120,15,"SF",2120,2,4,1000,0,10144.0,425.0
2121,15,"SF",2121,2,4,1000,0,9554.0,464.0
2122,15,"SF",2122,2,4,1000,0,10481.0,149.0
2123,15,"SF",2123,2,4,1000,0,9540.0,298.0
2124,15,"SF",2124,2,4,1000,0,9980.0,287.0
2125,15,"SF",2125,2,4,1000,0,9560.0,-457.0
2126,15,"SF",2126,2,4,1000,0,9706.0,19.0
2127,15,"SF",2127,2,4,1000,0,9555.0,-149.0
